en_word,pos,level,mp3_url,ru_word,transcription,en_example,ru_example
pants,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pan/pants/pants__gb_1.mp3,штаны,[pænts],"Liar, liar, pants on fire!","Лгун, лгун, штаны в огне (пожаре)!"
punishment,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pun/punis/punishment__gb_2.mp3,наказание,[ˈpʌnɪʃmənt],"Crime and Punishment, Refugee Style",Преступление и наказание для беженцев
regional,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/reg/regio/regional__gb_1.mp3,региональный,[ˈri:dʒənl],General headquarters and regional headquarters,Главное управление и региональные управления
addition,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/add/addit/addition__gb_1.mp3,дополнение,[əˈdɪʃən],In addition to the plum?,В дополнении к сливе?
practise,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pra/pract/practice__gb_2.mp3,заниматься,[ˈpræktɪs],How long you been practising?,Как давно вы занимаетесь адвокатурой?
wound,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wou/wound/wound__gb_2.mp3,рана,[wuːnd],She has one stab wound.,У нее одна колотая рана.
suspect,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sus/suspe/suspect__gb_3.mp3,подозреваемый,['sʌspekt],"Suspect vacated his bowels, Sarge.","Подозреваемый опорожнил кишечник, сержант."
common,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/commo/common__gb_2.mp3,общий,[ˈkɔmən],Common page elements [AX 2012],Общие элементы страниц [AX 2012]
criticism,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cri/criti/criticism__gb_2.mp3,критика,[ˈkrɪtɪsɪzm],That criticism contains some truth.,Эта критика имеет долю правды.
super,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sup/super/super__gb_1.mp3,супер,,"Yes, you did, super chlamydia.","Конечно же нет, супер хламидия."
textbook,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tex/textb/textbook__gb_2.mp3,учебник,[ˈtekstbuk],This is a good textbook.,Это хороший учебник.
agricultural,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/agr/agric/agricultural__gb_1.mp3,сельскохозяйственный,[ˌæɡrɪˈkʌltʃərəl],Agricultural markets should be privatized.,Сельскохозяйственные рынки должны быть приватизированы.
underlying,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/u/und/under/underlying__gb_3.mp3,базовый,[ˌʌndəˈlaɪɪŋ],Quotation of Underlying Instrument Prices,Котировки цен на базовые инструменты
demonstration,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dem/demon/demonstration__gb_2.mp3,демонстрация,[ˌdemənsˈtreɪʃən],I saw your vermeil demonstration.,Я пошла взглянуть на твою большую демонстрацию.
enable,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ena/enabl/enable__gb_2.mp3,позволять,[ɪˈneɪbl],Enable video compression to prevent videos from stalling.,Функция сжатия видео позволит смотреть видеоролики без долгой буферизации.
spark,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/spa/spark/spark__gb_1.mp3,зажигать,[spɑ:k],Guy cut the spark plug wires.,Парень перерезал провода от свечей зажигания.
settlement,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/set/settl/settlement__gb_1.mp3,урегулирование,[ˈsetlmənt],Defence claim: advocated dispute settlement,Заявление защиты: поддержка урегулирования споров
construct,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/x/xco/xcons/xconstruct__gb_3.mp3,построить,[kənˈstrʌkt],"So, the movement was democratic, and it could construct democracies.","Таким образом, это движение было демократическим по характеру, и оно могло построить демократии."
officer,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/off/offic/officer__gb_1.mp3,сотрудник,[ˈɔfɪsə],"Responsible officer: Director, Supply Division","Ответственный сотрудник: Директор, Отдел снабжения"
selection,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sel/selec/selection__gb_2.mp3,отбор,[sɪˈlekʃən],The Return of Natural Selection,Возвращение естественного отбора
costly,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cos/costl/costly__gb_1.mp3,дорогостоящий,[ˈkɔstlɪ],"Moreover, renewables are still costly.","Кроме того, возобновляемые источники энергии пока еще остаются довольно дорогостоящими."
estimate,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/est/estim/estimate__gb_4.mp3,оценка,['estɪmət],A cost estimate also provides:,Оценка затрат также обеспечивает:
lock,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/loc/lock_/lock__gb_1.mp3,замок,[lɔk],Here's the safety lock.,Вот предохранительный замок.
presidency,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/presi/presidency__gb_1.mp3,президентство,,Has the presidency hardened Obama?,Закалило ли президентство Обаму?
poem,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/poe/poem_/poem__gb_4.mp3,стихотворение,[ˈpəuɪm],It's a longer poem.,Это стихотворение подлиннее.
academy,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/aca/acade/academy__gb_1.mp3,академия,[əˈkædəmɪ],"Yeah, the Police Academy washout.","Да, неудачник Полицейской Академии."
stiff,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sti/stiff/stiff__gb_1.mp3,жесткий,[stɪf],"Stiff at the back, mostly.","Жесткий с обратной стороны, главным образом."
outing,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/o/out/outin/outing__gb_1.mp3,пикник,[ˈautɪŋ],I'm here for the group outing.,Я пришёл на совместный пикник.
tin,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/tin/tin__/tin__gb_2.mp3,оловянный,[tɪn],I'm the tin dog.,Я оловянная собака.
egg,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/egg/egg__/egg__gb_3.mp3,яйцо,[eɡ],This is a hen egg.,Это куриное яйцо.
exam,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exa/exam_/exam__gb_1.mp3,экзамен,[ɪɡˈzæm],Good luck on the exam!,Удачи на экзамене!
cheerful,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/che/cheer/cheerful__gb_1.mp3,веселый,[ˈtʃɪəful],You're all perky and cheerful.,Ты такая веселая и улыбчивая.
expand,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expan/expand__gb_3.mp3,расширять,[ɪksˈpænd],Capability to expand the system,Возможность расширения системы
mechanism,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mec/mecha/mechanism__gb_1.mp3,механизм,[ˈmekənɪzm],That mechanism is broken beyond repair.,Данный механизм окончательно испорчен.
palace,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pal/palac/palace__gb_1.mp3,дворец,[ˈpælɪs],Show me the shag palace.,Показывай дворец наслаждения.
belong,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bel/belon/belong__gb_1.mp3,принадлежать,[bɪˈlɔŋ],Where items and groups belong,Чему принадлежат номенклатуры и группы
interval,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/int/inter/interval__gb_2.mp3,интервал,[ˈɪntəvəl],Transient failure retry interval (minutes),Интервал повтора при временной ошибке (в минутах)
pose,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pos/pose_/pose__gb_2.mp3,позировать,[pəuz],The other? Putin posing with a leopard.,На другой Путин позирует... с леопардом.
prisoner,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pri/priso/prisoner__gb_1.mp3,заключенный,[ˈprɪznə],Which prisoner carried this standard?,У которого заключенного этот штандарт?
blood,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/blo/blood/blood__gb_1.mp3,кровь,[blʌd],A little pig's blood.,Как кровь поросенка.
week,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/wee/week_/week__gb_1.mp3,неделя,[wi:k],Every week he goes fishing.,Каждую неделю он отправляется на рыбалку.
advise,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/adv/advis/advise__gb_2.mp3,консультировать,[ədˈvaɪz],"She said, ""Why don't you advise the Kosovars?","Она сказала: ""Почему бы тебе не консультировать косоваров?"
armed,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/arm/armed/armed__gb_1.mp3,вооруженный,[ɑ:md],"One-armed man, armed robbery.","Однорукий, вооруженное ограбление."
fake,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fak/fake_/fake__gb_2.mp3,фейковый,[feɪk],Free Speech and Fake News,Свобода слова и фейковые новости
direction,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dir/direc/direction__gb_5.mp3,направление,[dɪˈrekʃən],Wind speed and wind direction.,Скорость и направление ветра.
diversity,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/div/diver/diversity__gb_3.mp3,разнообразие,[daɪˈvə:sɪtɪ],Biological diversity of inland waters;,Биологическое разнообразие внутренних вод;
sensible,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sen/sensi/sensible__gb_4.mp3,разумный,[ˈsensəbl],Is that a sensible decision?,Неужели это разумное решение?
